postid,tags,title,question,answers,words,creation_date,Related,challenges,skills,accepted answers,,,,,,,,,,,,,,,
23864274,if-statement mysql php,statement work els,creat login form check email password email password user login redirect index page user enter wrong email password code go els statement,get wrong wrongli start first condit modifi updat 2 2nd note deprec user try chang queri check input user name password use insecur input user caus sql inject note mysql extens deprec remov futur mysqli pdo mysql_num_row check data present tabl try edit written wrong,login|password|user name|insecure|sql injection,2014-05-26 06:48:07.093 UTC,Yes,"The challenge in the question involves creating a login form that checks the email and password entered by the user. If the user inputs the correct credentials, they are redirected to the index page. However, if the email or password is incorrect, the user should be directed to a different page or an error message should be displayed. The challenge seems to focus on implementing proper condition handling (such as using an else statement) to manage login validation and redirection behavior when incorrect login details are provided.","To effectively handle this challenge, the software developer should focus on learning the following areas:

Backend Development: Understanding server-side programming using technologies like Node.js, Python Django, or PHP.
Authentication: Learning about password hashing, session management, and OAuth.
Database Management: Using SQL or NoSQL databases to store and validate user credentials securely.
Web Security: Understanding input validation, SQL injection prevention, and secure authentication practices.
Frontend Development: Implementing form validation using JavaScript and frameworks like React or Vue.js.
HTTP and Redirects: Handling HTTP status codes and secure redirection techniques.","you are getting wrong here. you are wrongly started you first if condition

 if (isset($_POST['login'])) // Login Validation check code ** START **

    $errr = ''; // This variable will be used to indicate error of login email or pwd

    {
modify it

 if (isset($_POST['login'])) // Login Validation check code ** START **
 {
    $errr = ''; // This variable will be used to indicate error of login email or pwd]
UPDATE 2 :

for 2nd if you can use this

    // some changes in sql also you can use LIMIT 1 when you required exactly one result to be fetch. 

    $sql = ""SELECT * FROM `user` WHERE email='$loginemail' and pass='$loginpass' LIMIT 1 ""; 
    $result = mysql_query($sql) or die(mysql_error());
    if($row = mysql_fetch_assoc($result))
    { 
       $_SESSION=array();

       $_SESSION['fname']=$row['fname'];
       $_SESSION['lname']=$row['lname'];
       $_SESSION['status']=true;
       header('location: ../index.php');
    }
    else
    {
      echo "" something wrong "";

    } 
NOTE: mysql_* is deprecated now. user mysqli_* or PDO",,,,,,,,,,,,,,,
60750103,java spring-mvc spring-security spring-security-oauth2,test oauth secur api spring mvc - test token fail expect,run unit test alon token provid test fail expect mockmvc initiali creat anoth pass test within junit class token provid pass run individu howev run junit class-level test pass test clear no-token test return 200 ok respon instead fail unit test order fail no-token test run first still result no-token test return 200 ok respon instead 400,none,security|oauth,2020-03-19 02:26,Yes,"The developer is facing an issue with unit tests involving a token provider and MockMvc in a JUnit test class. When tests are run individually, the token provider test passes. However, when the entire JUnit class runs, the test expecting a missing token to fail instead returns a 200 OK response rather than the expected 400 error. The issue seems related to test order or shared state across tests. Despite attempts to control execution order, the no-token test runs first but still returns an incorrect response, suggesting improper test isolation or incorrect MockMvc initialization.







","To effectively handle this challenge, the software developer should focus on learning the following areas:

JUnit and Mockito: Understanding how to properly mock dependencies, especially security components like token providers.
Spring Security Testing: Learning how to configure MockMvc with security filters and authentication mechanisms.
Test Isolation: Ensuring proper test setup and teardown to prevent shared state issues.
Dependency Injection: Understanding how Spring injects beans and how to mock them for testing.
Order of Execution: Managing JUnit test execution order and ensuring consistent test environments.
HTTP Security Responses: Validating expected status codes when authentication fails.",,,,,,,,,,,,,,,,
25446455,php wordpress,remov vertic bar wordpress login page,im tri custom wordpress login page problem remov vertic line option forgot password check url http://www.thedesigncereal.com/wp-login.php came code work idea,try trim | string open file find part line 530 line 660 delet charact need hack,login|forge|password|signing|hack,2014-08-22 11:56:04.617 UTC,Yes,"The developer is trying to customize a WordPress login page by removing a vertical line next to the ""Forgot Password"" option. They have attempted modifications but are unable to achieve the desired result. They are seeking guidance on how to adjust the login page layout, likely through CSS or PHP changes. The challenge involves identifying the correct styling or structural element responsible for the vertical line and modifying it without affecting other elements of the login page. They have shared a URL for reference and are looking for effective code solutions to resolve the issue.","To effectively handle this challenge, the software developer should focus on learning the following areas:

WordPress Development: Understanding WordPress theme and plugin customization.
PHP: Modifying WordPress core files and hooks to adjust login page behavior.
CSS: Styling the login page to remove unwanted elements like vertical lines.
WordPress Hooks and Filters: Utilizing login_enqueue_scripts and wp_login_form to customize the login page.
Debugging Web Issues: Using browser developer tools to inspect and modify CSS and HTML.
JavaScript and jQuery: Making UI adjustments dynamically if needed.","Open the wp-login.php file and find this part, on line (about) 530

<p id=""nav"">
    <a href=""<?php echo site_url('wp-login.php', 'login') ?>""><?php _e('Log in') ?></a> |
    <a href=""<?php echo site_url('wp-login.php?action=lostpassword', 'login') ?>"" title=""<?php _e('Password Lost and Found') ?>""><?php _e('Lost your password?') ?></a>
</p>
or on line (about) 660

<a href=""<?php echo site_url('wp-login.php?action=register', 'login') ?>""><?php _e('Register') ?></a> |
and delete that character. There's no need for any hack :)",,,,,,,,,,,,,,,
10632605,bcrypt blowfish hash passwords php,code bcrypt plain blowfish,learn php secur onlin use php 5.4 came across follow code learn about/us follow code bcrypt good implement blowfish?if problem exist pleas suggest fix resourc thank usag user registr usag user login process,short answer yes bcrypt blowfish php blowfish current algorithm bcrypt correct answer trust php compat librari one? benefit use one posted? wide use mani peopl must trust well taken commun allow forward compat php 5.5 nativ bcrypt function henc name passwd_compat info info here! allow rehash geniu pretti much decid crank cost algorithm easili check cost match one librari file updat password bottom line go wrong bcrypt know one thing rememb reinvent wheel alreadi wheel hope answer help / expand knowledg,crypt|hash|password|security|login|trust,2012-05-17 08:58:47.817 UTC,Yes,"The developer is learning about PHP security using PHP 5.4 and is specifically exploring the use of bcrypt with the Blowfish algorithm for user authentication. They are unsure whether their implementation is secure and are seeking guidance on potential issues and best practices. Their concern likely involves password hashing, verification, and ensuring the overall security of the user registration and login process. Given that PHP 5.4 is outdated, there may be concerns about deprecated functions or weaker security measures. They are looking for recommendations on improvements and relevant resources to enhance their understanding of secure authentication practices.","To effectively handle this challenge, the software developer should focus on learning the following areas:

PHP Security: Understanding secure coding practices in PHP, especially for user authentication.
Password Hashing: Learning about password_hash and password_verify functions introduced in PHP 5.5 for secure password storage.
Blowfish and Bcrypt: Understanding how Blowfish is used in Bcrypt and its security implications.
Secure User Authentication: Implementing proper user registration and login workflows.
SQL Injection Prevention: Using prepared statements with PDO or MySQLi.
Upgrading PHP: Understanding security risks in older PHP versions and migrating to supported versions.",,,,,,,,,,,,,,,,
7049066,jquery mysql php,help jqueri valid8,tri valid php regist form use valid8 jqueri plugin need check usernam avail use php mysql check email avail exampl tri implement code check usernam problem im php loop right valid8 jqueri homepag http://unwrongest.com/projects/valid8/ regist php javascript isusernameunique.php code cant seem result correctli someon tell fix thank,$result object condit,validate|username|availability|scripting,2011-08-13 06:48:48.863 UTC,Yes,"The developer is trying to implement a valid registration form using the Valid8 jQuery plugin to check if a username and email are available. They are attempting to use PHP and MySQL to check the username's availability but are encountering issues with the PHP loop and integration with the Valid8 plugin. Specifically, they are facing problems with the isusernameunique.php script not returning the correct results when checking the username. The developer is seeking help to fix the code and ensure it properly checks the availability of the username and email in the registration process.","To effectively handle this challenge, the software developer should focus on learning the following areas:

PHP and MySQL: Understanding how to query a database securely using prepared statements to check username and email availability.
AJAX with jQuery: Learning how to send asynchronous requests from the frontend to validate usernames in real-time.
JavaScript and jQuery Validation: Properly integrating the Valid8 plugin with AJAX responses.
Debugging Techniques: Using browser developer tools and console.log to inspect AJAX responses.
JSON Handling: Ensuring PHP scripts return properly formatted JSON responses for JavaScript to interpret correctly.
Security Best Practices: Preventing SQL injection and XSS vulnerabilities.","function isUsernameUnique($username){
 // Database look-up should go here here...
 // But for the sake of this demo a random return will do
     $result = mysql_query(""SELECT username FROM users WHERE username ='$username'"");
     $num_rows = mysql_num_rows($result);
     if ($num_rows > 0) // userName found
        // return accordingly

}
$result is object or use this if condition

if ($result) // userName found",,,,,,,,,,,,,,,
59670625,c# .net winforms asp.net-web-api oauth,refresh token desktop applic without login prompt consum web api 2.0 oauth,web api 2.0 winform applic process secur web api implement far save usercod encrypt password winform app configur file usernam password abl retriev token commun api implement refresh token come across number question refresh token right idea desktop applic without login prompt ? yes need done client credenti id secret ? yes creat store client id secret client side? tutori exampl achiev refresh token without client id secret? make token long live,oauth2 client success authent authent server issu author request request new without need client authent case token return json respon post authent request authent server depend implement token persist decid want keep token save disk applic memori token expir applic request new token,oauth|login|security|encrypt|password|username|credential|authentication|authorise,2020-01-09 19:09,Yes,"The developer is working on implementing a secure Web API 2.0 for a WinForms application. They want to save a user code and encrypted password, retrieve a token, and communicate with the API using that token. The main challenge revolves around implementing a refresh token mechanism for the desktop application without prompting the user for login again. They are questioning whether client credentials (ID and secret) are needed to achieve this and whether it's possible to store these credentials on the client side. They are looking for guidance on how to implement a long-lived refresh token without exposing sensitive client credentials.","To effectively handle this challenge, the software developer should focus on learning the following areas:

Web API 2.0: Understanding OAuth2, JWT tokens, and how to implement secure authentication and token management.
WinForms Development: Learning how to integrate secure communication between WinForms applications and Web APIs.
Security: Understanding encryption techniques to securely store passwords and API keys.
Token Management: Implementing token refresh mechanisms and handling long-lived tokens.
OAuth2 Client Credentials Flow: Using client ID and secret for secure token exchanges.
API Authentication Best Practices: Ensuring secure storage and transmission of sensitive credentials and tokens.






",,,,,,,,,,,,,,,,
31069262,java maven spring spring-mvc spring-security,spring secur except,creat first web-app spring security.what save databas user login name last name password - login password suppos use login ad login control spring secur got error chang pom file error sure chang think delet ad depend got first one error pom file web.xml security.xml fix,"try add version xsi:schemaloc security.xml,someth hope helpful",security|login|password,2015-06-26 09:12:21.197 UTC,Yes,"The developer is creating their first web application using Spring Security and is working on saving user login data (username, last name, password) to a database. They encountered an error related to the pom.xml file after attempting to change dependencies. The issue seems to involve a conflict or incorrect modification of dependencies, specifically related to login and password handling with Spring Security. The developer is unsure about the changes they made to the pom.xml, web.xml, and security.xml configuration files and is seeking guidance on how to fix the errors and ensure proper configuration for user authentication.","To effectively handle this challenge, the software developer should focus on learning the following areas:

Spring Framework: Understanding Spring Security, Spring Boot, and configuring web applications using Spring MVC.
Maven: Learning how to manage dependencies and troubleshoot errors in the pom.xml file.
Spring Security: Configuring authentication, authorization, and password storage (using BCrypt, for example).
Database Integration: Using JPA or Hibernate to store user data securely in a database.
Spring Configuration Files: Understanding the role of web.xml and security.xml for security configurations.
Debugging: Identifying issues with configurations, dependencies, and Spring Security setups.",,,,,,,,,,,,,,,,
13098611,asp.net-mvc asp.net-mvc-4 c#,forgot password link mvc4,use mvc4 framework openauth featur activ user log regist use extern login googl facebook question implement forgot password system email address default especi sign extern login first log extern login ask regist email system point ask inform valid user? direct appreci,afraid implement forgot password function within applic extern oauth provid whenev user log oauth provid facebook googl redirect dedic login page whenev credenti right page password recoveri function implement thing mayb offer direct link recoveri page http://www.facebook.com/recover/initi said provid real benefit user facebook/googl login page provid link well,forge|password|login|signing|validate|oauth|credential,2012-10-27 08:49:20.783 UTC,Yes,"The developer is working with the MVC4 framework and the OpenAuth feature to enable user login and registration using external authentication providers like Google and Facebook. They are trying to implement a forgot password system that sends an email to the user’s registered address by default. The challenge lies in handling the case where users log in externally for the first time, prompting them to register their email address. The developer is unsure how to validate if the user’s email is already registered in the system, and is seeking guidance on how to manage this process.","To effectively handle this challenge, the software developer should focus on learning the following areas:

MVC4 Framework: Understanding the Model-View-Controller design pattern and how to integrate it with user authentication.
OAuth: Implementing external login mechanisms like Google and Facebook login using OAuth protocols.
User Authentication: Handling user registration, login, and password management securely.
Email Integration: Sending password reset emails and handling email address validation.
Web Security: Managing user sessions, protecting data, and ensuring secure password storage.
ASP.NET Identity: Configuring user registration and authentication features in the MVC4 framework.






",,,,,,,,,,,,,,,,
51099805,android javascript react-native react-navigation,react-n verifi page / rout use handl condit,pretti new reactiv nativ world ...i want know pass properti order verifi path / page arrives.i need put check screen keep logo top half page edit form login.j base page loginform.j forgetpassword.j want abl manag everyth login.j page pass either loginform.j forgetpasswordform.j yet creat point contain textinput depend whether user click forget password ? loginform.js.pract,pass prop compon tree write next compon offici react doc read exampl pass prop name compon compon access redux provid function current routenam doc easili current rout name use display compon specif rout,scripting|login|forge|password,2018-06-29 10:35:37.923 UTC,Yes,"The developer is new to React Native and wants to properly manage navigation between different pages or paths in the app. They are trying to ensure that the login form appears with a logo on the top half of the screen, and the form changes based on user actions (e.g., clicking ""Forgot Password""). The challenge involves managing the flow between loginForm.js and forgetPasswordForm.js, and dynamically displaying the appropriate form depending on user interaction. They are looking for guidance on how to implement this functionality while ensuring proper navigation and form management in React Native.","To effectively handle this challenge, the software developer should focus on learning the following areas:

React Native: Understanding the core concepts of React Native for mobile app development.
Component Management: Learning how to create reusable components like LoginForm and ForgetPasswordForm.
Navigation: Using React Navigation to manage navigation paths and verify if a user has arrived at the correct page.
State Management: Managing the login form state and handling user inputs (using React state or a state management library like Redux).
Conditional Rendering: Rendering different components based on user actions (e.g., showing login form or password reset form).
UI Layout: Styling with Flexbox to position elements like logos and forms.






","If you use Redux they provide a function to get the current routeName in the react-navigation docs

function getActiveRouteName(navigationState) {
  if (!navigationState) {
    return null;
  }
  const route = navigationState.routes[navigationState.index];
  // dive into nested navigators
  if (route.routes) {
    return getActiveRouteName(route);
  }
  return route.routeName;
}
So you can easily get the current route name by using getActiveRouteName(yourNavigationState) and then display your component only on a specific route

<View>
  …
  {
    getActiveRouteName(yourNavigationState) !== 'ForgetPassword' ? 
      <LoginForm /> : <ForgetPasswordForm />
  }
  …
</View>",,,,,,,,,,,,,,,
9302943,cryptography md5 php vb.net,unexpect md5 hash result php vb.net,tri 4 hour vb.net md5 function gener hash php vb.net function vb.net md5 function a3f4yojz produc php produc howev hash wtring password1 exampl work perfectli fine idea why? tri multipl method md5 vb.net can;t chang work php write librari interfac commerci applic - need hash gener same! thank tom,ran exact code got input string must exactli equal updat mark comment question probabl go double-check input string whitespac,crypt|md5|hash|password,2012-02-15 23:06:49.287 UTC,Yes,"The developer is trying to generate the same MD5 hash in both VB.NET and PHP for the same input (e.g., ""password1""). They have implemented the MD5 function in VB.NET but are getting a different hash compared to the result in PHP. Despite trying multiple methods in VB.NET, they cannot get the same result as in PHP. The developer is seeking a solution to ensure that the MD5 hash generated in both languages is identical, as this is required for their commercial application, possibly involving user authentication or data verification. They are looking for guidance on resolving this issue.","To effectively handle this challenge, the software developer should focus on learning the following areas:

VB.NET and PHP: Understanding how hashing algorithms like MD5 are implemented in both languages.
Hashing Algorithms: Recognizing the differences in how MD5 is implemented and used in different environments, especially between PHP and VB.NET.
Character Encoding: Understanding how encoding (UTF-8, ASCII, etc.) affects the hash output across different platforms.
Libraries: Learning to use libraries in both VB.NET and PHP for secure and consistent hashing.
Debugging: Investigating the hash generation process and ensuring both environments produce the same result.",,,,,,,,,,,,,,,,
10650514,.net authentication c# pass-through windows,implement pass-through authent c,develop tcpclient/tcplisten base client-serv application.now come point need authent user principalcontext-class server side request username/password/domain client want send credenti network addit want ask user credenti .so know citrix receiv support pass-through authent use current log user request credenti authent user server work application? thought kind token sent server find solut,wrap networkstream negotiatestream call appropri method client server client specifi imperson level allow server specifi level requir minim order determin client ident need access local network resourc client specifi right network configur authent server determin client ident and/or imperson use negotiatestream properti mention comment know citrix affect setup never use basic complet transpar applic everyth use standard window credenti work write client server part applic encrypt user credenti pass across network decrypt end work assumpt client machin malici user extract encrypt key applic use string similar symmetr encrypt suitabl therefor asymmetr public-priv encrypt seem suitabl gener pair key server key remain privat server client key includ applic client machin matter key extract app credenti decrypt secret secur privat key server class done ground work .net framework function diffie-hellmann key exchang http://de.wikipedia.org/wiki/diffie-hellman-schl%c3%bcsselaustausch http://www.codeproject.com/articles/24632/shared-key-generation-using-diffie-hellman,authentication|username|password|credential|encrypt|crypt|malicious|security|private key,2012-05-18 09:59:15.34 UTC,Yes,"The developer is working on a TCP client-server application and has reached a point where user authentication is required. They want to use PrincipalContext class on the server side to authenticate users based on their username, password, and domain. The challenge is that the client needs to send the user's credentials over the network, and the developer wants to know if Citrix pass-through authentication can be used, allowing the user’s current login credentials to be passed automatically for authentication. They are also considering using tokens to send credentials securely to the server and are seeking a solution for this process.","To effectively handle this challenge, the software developer should focus on learning the following areas:

TCP/IP Communication: Understanding how to develop client-server applications using TCP protocols.
Authentication: Implementing user authentication securely using PrincipalContext and validating credentials on the server side.
Citrix Pass-Through Authentication: Understanding how Citrix supports pass-through authentication and integrating it into the application.
Token-based Authentication: Learning how to generate and send authentication tokens securely across the network.
Security Best Practices: Ensuring secure transmission of credentials and using encryption to protect sensitive data.
Client-Server Communication: Managing the flow of credentials and handling user prompts for additional credentials.","Wrap the NetworkStream in a NegotiateStream, and call the appropriate NegotiateAs... methods on both client and server.

The client can specify what impersonation level to allow, and the server can specify what level it requires (minimally Identification in order to determine client identity, but if you need to access local or network resources as the client, you could also specify Impersonation or, with the right network configuration, Delegation).

Once authenticated, the server can determine the client's identity and/or impersonate using the NegotiateStream's RemoteIdentity property.

As I mentioned in my comment, I don't know how Citrix affects this setup (never having used it), but if it's basically completely transparent to the application and everything uses standard Windows credentials, then this should work.",,,,,,,,,,,,,,,
45458172,angularjs browser forms-authentication javascript,prevent browser authent dialog angularj,solv issu follow tutori came across anoth problem appli tutori applic request send csrf token header browser open custom authent dialog popup actual log log interceptor keep go send token header app.config login.html prevent browser authent dialog? help pleas,solv issu answer question find answer appli browser authent modal dialog hidden,authentication|scripting|csrf|login,2017-08-02 10:25:00.973 UTC,Yes,"The developer is following a tutorial to implement an application but encounters an issue with CSRF token handling. When a request is sent, the browser opens a custom authentication dialog instead of sending the CSRF token in the header. The developer is using an interceptor to include the token in the header but is facing a problem where the login page (login.html) triggers the browser's default authentication dialog. The developer seeks a solution to prevent the browser’s authentication dialog from appearing and ensure that the CSRF token is properly sent with the request.","To effectively handle this challenge, the software developer should focus on learning the following areas:

CSRF Protection: Understanding Cross-Site Request Forgery (CSRF) tokens and how to implement them securely in web applications.
Authentication Flow: Managing custom authentication dialogs and preventing default browser authentication prompts.
Interceptors: Learning how to use HTTP interceptors to modify requests and add headers (like CSRF tokens) before sending them.
JavaScript: Understanding how to control client-side authentication dialogs using JavaScript.
Web Security Best Practices: Ensuring secure handling of tokens and preventing common security vulnerabilities like CSRF and XSS.
HTTP Headers: Managing custom headers in requests and handling authentication properly.","I solved my own issue and I answer my own question.

I find this answer and I applied. After that browsers authentication modal dialog hidden.",,,,,,,,,,,,,,,
8774744,cryptography java javacard signature,javacard> sign verifi,someon give small advic make signatur javacard verifi it? guess someth wrong signatur gener verif . . . java side alreadi gotten public key save file locali x509certif pretti sure modulu expon seem certif card . result fals thank regardsturi,starter use two separ signatur function older iso9796 rather differ pkcs#1 signatur format use specifi java side realli need messag recovery? mostli use card verifi certif nowaday use simpli instead java card side want messag recoveri bounci castl librari java side even bounci bit tricki work correctli,crypt|signing|signature|public key|certificate,2012-01-08 01:48:28.347 UTC,Yes,"The developer is trying to verify a signature in a JavaCard application and is facing issues with the signature verification process. They have already obtained the public key and saved it in a local file (in X.509 format) on the Java side. Despite this, the signature verification is not working correctly, and they are getting incorrect results, potentially related to the modulus exponent of the certificate. The developer is looking for advice on how to correctly generate and verify the signature to resolve the issue and ensure proper functionality.","To effectively handle this challenge, the software developer should focus on learning the following areas:

JavaCard: Understanding how JavaCard works and how to implement cryptographic operations like signature verification on smart cards.
Public Key Infrastructure (PKI): Understanding digital signatures, X.509 certificates, and how they are used for verification.
Cryptographic Algorithms: Learning about RSA, modular exponentiation, and how signatures are generated and verified.
Java Cryptography: Understanding Java's cryptography APIs, such as java.security for handling certificates and keys.
Debugging: Investigating issues in the signature verification process and ensuring the correct usage of the public key and modulus.","For starters, you are using two separate signature functions. The older ISO9796 is rather different from the PKCS#1 signature format which is used if you specify ""SHA1withRSA"" on the Java side. Do you really need message recovery? It's mostly used for card verifiable certificates nowadays (if it is used).

Simply use Signature and ALG_RSA_SHA_PKCS1 instead of SignatureMessageRecovery and ALG_RSA_SHA_ISO9796_MR on the Java Card side.

If you want message recovery you may have to use the Bouncy Castle library at the Java side (and even in Bouncy it is a bit tricky to get it working correctly).

",,,,,,,,,,,,,,,
45636545,encryption javascript passwords string webcrypto-api,webcrypto string encrypt use user-submit password,use javascript webcrypto api without extern librari best encrypt string use key deriv user-submit password? code key deriv simpli gener function goal encrypt string decrypt verifi origin string back work recent browser tri modifi function deriv key user-submit password fail error messag safari 11 firefox 54 chromium 61 must someth simpl fix see help greatli appreci,littl bug code noth crypto realli promis promis updat state method call return new promis instead see code discard result promis call key deriv function encrypt data reus password promis key either save result promis key deriv new variabl chain call [work exampl jsfiddle] want lot pbkdf2 iter 500 info,encrypt|crypt|scripting|password|pbkdf2,2017-08-11 13:33:38.45 UTC,Yes,"The developer is trying to use the JavaScript WebCrypto API to encrypt a string and derive a key from a user-submitted password without using external libraries. They are encountering an error when attempting to modify the key derivation function to work across different browsers, including Safari 11, Firefox 54, and Chromium 61. Their goal is to successfully encrypt and decrypt the string and verify the origin of the string. The developer seeks help in resolving issues related to key derivation and ensuring compatibility across recent browsers.","To handle this challenge, the software developer should focus on learning the following areas:

Web Cryptography API: Understanding the native Web Crypto API for encryption, key derivation, and secure key handling in JavaScript.
Key Derivation Functions: Learning about algorithms like PBKDF2, Scrypt, or Argon2 for securely deriving keys from a user-submitted password.
Browser Compatibility: Understanding how different browsers handle the Web Crypto API and how to ensure compatibility across browsers like Safari, Firefox, and Chromium.
JavaScript Debugging: Debugging issues related to key derivation and encryption using browser developer tools.
Secure Password Handling: Ensuring secure storage and processing of user passwords for cryptographic purposes.","You have a little bug in your code. Nothing to do with crypto really, just promises.

Promises do not update their state when their .then() method is called, they return a new promise instead. See that in your code you are discarding the resulting promise from the call to the key derivation function. Then when encrypting the data, you are reusing the password promise, not the key.

You should either save the resulting promise from the key derivation in a new variable:

let promise_derived_key = promise_key.then(function(importedPassword) {
    return window.crypto.subtle.deriveKey(
        // [...]
    );
});
promise_derived_key.then(function(key) {
    // [...]
or chain the calls to .then():

promise_key = window.crypto.subtle.importKey(
    // [...]
).then(function(importedPassword) {
    return window.crypto.subtle.deriveKey(
        // [...]
    );
});
promise_key.then(function(key) {
    // [...]
[working example on JSFiddle]

By the way, you will want to use a lot more PBKDF2 iterations than 500. (info)",,,,,,,,,,,,,,,
26789382,angularjs cookies javascript,cookies? angular-cooki,new angular cooki html templat need display first time user visit app howev next time visit longer see templat see default templat far found solut post howev solut threw error 1st link work next exampl code work check see cooki none creat cooki,read write cooki quit easi angular angular-cooki first need inject $cooki depend app control assign retriev valu $cooki paramet follow exampl show welcom messag first come user hello messag other plunker understand decis possibl write modul,cookie|scripting|inject|signing,2014-11-06 21:06:49.803 UTC,Yes,"The developer is working on an Angular app and wants to display a specific template to users the first time they visit, but show a default template on subsequent visits. They are trying to use cookies to track whether the user has visited before but are encountering an error when attempting to set or check the cookie. The first solution they found seemed to work initially, but after that, the cookie wasn't being created, and the app didn't behave as expected. The developer is looking for a solution to correctly create and check cookies to display the appropriate template based on the user's visit.","To address this challenge, the software developer should focus on learning the following:

Angular Framework: Understanding Angular components, lifecycle hooks, and how to work with templates.
Cookies in JavaScript: Learning how to use JavaScript to create, read, and manage cookies on the client side.
Angular Services: Using services in Angular to handle cookie logic and store information about the user's first visit.
Conditional Rendering: Implementing logic to display different templates based on the presence of a cookie or other state indicators.
Debugging in Angular: Understanding how to debug Angular applications and error messages related to cookies and template rendering.","Reading and writing cookies is quite easy with angular and angular-cookies. You first need to inject $cookies dependency in your app and controller.

And then you can assign and retrieve values from $cookie parameter.

The following example will show welcome message for first coming users, and a hello message for others.

angular.module('CookieDemo', ['ngCookies'])
.controller('DashboardController', ['$scope', '$cookies', function ($scope, $cookies) {
    // Retrieve the cookie and set it to userName, in first visit it will be an empty string
  $scope.userName = $cookies.userName || """";

  // Set the cookie for next visit of the user
  $cookies.userName = 'testUser';
}]);

<body ng-app=""CookieDemo"" ng-controller=""DashboardController"">
  <h1 ng-show=""userName.length > 0"">Hello {{userName}}</h1>
  <h1 ng-hide=""userName.length > 0"">This is your first visit.</h1>
</body>
Here is the plunker.",,,,,,,,,,,,,,,
47549894,base64 json linden-scripting-language php,inconsist result base64 decod php,script second life build json string base64 encod sent php script two time call login script creat json string creat json string json string base64 encod sent php script first script hit main.php control check result second json string decod first updat suggest decent dabbleth content $data[data] time assum post problem space end second one origin data send solv that?,,scripting|decode|encode|login,2017-11-29 10:00:00.78 UTC,Yes,"The developer is working with a script in Second Life that builds a JSON string, encodes it in base64, and sends it to a PHP script. The script is called twice: once to create the JSON string and encode it, and again to decode and update the result. The challenge lies in ensuring that the second call correctly decodes and updates the data, as the first script execution seems to work, but the second one fails. The developer is unsure why the origin data isn't being properly updated after being sent and is seeking a solution to address this issue.







","To address this challenge, the developer should focus on the following skills:

JavaScript: Learn how to manipulate JSON strings, encode/decode data using Base64, and handle HTTP requests (e.g., using fetch or XMLHttpRequest).
PHP: Gain knowledge on decoding Base64 strings and parsing JSON in PHP. Understanding how to handle POST requests and JSON data on the server side is essential.
Data Handling: Learn how to manage data consistency between multiple requests and ensure that data sent from the client is correctly handled on the server.
Debugging: Troubleshooting issues related to encoding, decoding, and data consistency between requests.",,,,,,,,,,,,,,,,
2048281,mysql php,best hash algorithm php/mysql,best recommend algorithm encrypt password php/mysql,peopl agre sha best go sinc algorithm bad resist brute-forc attack better bcrypt scrypt pbkdf2 see q&amp;a guid implement bcrypt php miki725 rais interest point matasano articl whilst sha512 better md5 cryptograph bcrypt beat slower thu cost attack slower bad internet slow alreadi million time slower cpu cach thousand time slower disk make password check take 200m instead 1ms comput go bother user importantli forget nonc randomli gener differ user bcrypt go sub-optim php php interpret give attack advantag stackoverflow articl current think slow hash algo caus brute forcer spend lot time gener attempt much smarter still track uri request ip block explan 5 login attempt fail ip within given 5 minut period bank-smart still #1 #2 requir secondari pass challeng first one succe tripl failur second challeng result lock-out level 3 secur strong probabl strong decent articl - short answer make sure salt lot option - see php hash doc complet list speed advantag use sha-512 whirlpool good idea store full length hash mysql instanc hash someth whirlpool 128 charact long store first 64 charact effici php function anyway password decrypt need check newli enter password encrypt one compar two result sha-512 salt good &amp secur hash password avail sha-1 secur consid bit weak day especi salt,hash|encrypt|crypt|password|sha|attack|pbkdf2|md5|forge|nonce|login|security|salt|availability,2010-01-12 10:45:58.35 UTC,Yes,"The developer is seeking advice on the best algorithm to encrypt passwords for use with PHP and MySQL. They are likely looking for a secure and efficient way to handle password encryption, ensuring that passwords stored in the MySQL database are protected. The developer may be considering different encryption methods and wants to know the most recommended and effective approach for securely hashing and storing passwords in their PHP application. They are likely concerned about the safety and integrity of the stored passwords.","To address password encryption securely in PHP/MySQL, the developer should focus on the following key skills and technologies:

PHP Security: Learn about password hashing functions such as password_hash() and password_verify() which securely handle password encryption using algorithms like bcrypt.
MySQL Security: Understand how to store encrypted passwords securely in MySQL, ensuring that passwords are never stored in plain text.
Cryptography Concepts: Gain knowledge of modern cryptographic techniques, such as salting, to enhance security.
PHP Libraries: Learn how to use libraries like OpenSSL or Libsodium for additional encryption needs.
OWASP Guidelines: Study best practices for secure password storage and handling, as outlined by OWASP.",,,,,,,,,,,,,,,,
